Date,POLY,YNDX,ALRS,AKRN,AFLT,BSPB,BANE,BANEP,VTBR,VSMO,GAZP,GMKN,DIXY,IRAO,KMAZ,LSRG,LKOH,MVID,MAGN,MTSS,MGNT,MFON,MOEX,MSTT,NLMK,NMTP,NVTK,PIKK,ROSN,RTKM,RTKMP,HYDR,RUAL,SVAV,SBER,SBERP,CHMF,AFKS,SNGS,SNGSP,TRMK,TATN,TATNP,TRNFP,URKA,FEES,PHOR,GCHE,EONR
26.02.07,0,0,0,674.9,70,0,0,0,0,8652,260.9,4430,0,0,56.25,0,2045.01,0,24.4,228.11,1050,0,0,0,67.25,0,140,0,211.55,210.99,74.38,0,0,804,91250,1426.77,338.93,0,30.113,20.2,0,110.11,69.38,55750,0,0,0,0,2.65
05.03.07,0,0,0,660,71.85,0,0,0,0,7900,264.84,4512.2,0,0,60.48,0,2100,0,25.25,236.5,1089.99,0,0,0,71.2,0,141,0,217.95,216.5,71,0,0,792.97,92500,1443.01,330.95,0,29.032,19.79,0,112.03,70,54700,0,0,0,0,2.739
12.03.07,0,0,0,650,78.99,0,0,0,0,7970,254.6,4617.9,0,0,60.1,0,2050.95,0,25.25,240,1086.63,0,0,0,72.45,0,136.95,0,209.69,218.5,79.04,0,0,780.01,89977.5,1403.98,330.75,0,29.739,21.3,0,113.78,69.5,53984.85,0,0,0,0,2.724
19.03.07,0,0,0,651.8,76.3,0,0,0,0,8235,269.2,4779.1,0,0,60.51,0,2182,0,26.011,256.97,1124,0,0,0,75,0,151.21,0,218.16,227.45,88.6,0,0,837.15,94510,1460,349.01,0,32.301,21.003,0,121.99,72,55899.99,0,0,0,0,3.123
26.03.07,0,0,0,649.5,74,0,0,0,0,8349.99,270.98,4825,0,0,63.5,0,2239,0,27.299,254.36,1125.5,0,0,0,75.48,0,150,0,216.2,223.6,84,0,0,850,92500,1431,359.16,0,32.701,21.58,0,121.93,75.75,53890,0,0,0,0,3.056
02.04.07,0,0,0,637,75.39,0,0,0,0,8300,267.89,5141,0,0,66.011,0,2183,0,28.099,257.5,1149,0,0,0,76.4,0,145,0,215.45,224.05,89.01,0,0,809.99,97050,1608,358.97,0,31.251,20.268,0,124.78,78.35,52250.01,0,0,0,0,3.059
09.04.07,0,0,0,643,77.07,0,0,0,0,8195,271.9,5270,0,0,70,0,2192,0,28.08,255.98,1140,0,0,0,77.98,0,152.68,0,230.21,228.07,88.97,0,0,802,102600,1629.5,371,0,31.58,20.61,0,126.75,76.88,51399.99,0,0,0,0,3.05
16.04.07,0,0,0,620.01,75.85,0,0,0,0,7930,260.3,5205,0,0,70.98,0,2164.69,0,27,252,1215,0,0,0,76.8,0,154.89,0,223.85,240,92.14,0,0,778,102252,1597.99,361.5,0,32.38,20.19,232,130.92,78.45,53500,0,0,0,0,2.944
23.04.07,0,0,0,605,74.45,0,0,0,0,7750,257.49,4946,0,0,74.9,0,2046.01,0,25.57,249.6,1225,0,0,0,71.1,0,139,0,223.79,225.39,81.17,0,0,826,101800,1534.6,344.51,0,33.9,20.441,236,122,76.05,49100,0,0,0,0,2.86
30.04.07,0,0,0,609,74.25,0,0,0,0,7700,253.82,5167,0,0,79,0,2013.5,0,24.95,247.28,1230,0,0,0,72.2,0,138.99,0,221.7,233.9,84.95,0,0,824,102850,1555.11,360.59,0,33.3,19.82,239.1,123.5,78.98,49999.97,0,0,0,0,2.86
07.05.07,0,0,0,619.89,70.01,0,0,0,0,7715,243.48,4970,0,0,73.752,0,1916,0,24.749,236.5,1203,0,0,0,69.54,0,131.82,0,209.6,234.87,78.92,0,0,827,99890,1512.41,345.75,0,31.32,18.445,230,118.73,77.59,46750,0,0,0,0,2.86
14.05.07,0,0,0,603.88,69.79,0,0,0,0,7840,248.7,4988.99,0,0,79.4,0,1969.99,0,25.04,243.25,1178,0,0,0,72.98,0,128.93,0,209.38,240,79.3,0,0,814,98499,1499.8,354.87,0,31.37,19.411,230,115.65,69.63,46200,0,0,0,0,2.86
21.05.07,0,0,0,597,68.25,0,0,0,0,7797,238.5,4725,0,0,80.803,0,1942.77,0,24.239,236,1118,0,0,0,68.28,0,124,0,208,230.3,73.75,0,0,817,93360,1386,339,0,29.34,18.5,234.26,113.98,67.9,41539,0,0,0,0,2.65
28.05.07,0,0,0,600,66,0,0,0,0.1452,7539,244.8,5185,0,0,83,0,2011,0,24.4,241,1080.03,0,0,0,71.5,0,129.86,0,212,229,73.7,0,0,812.85,95100,1412.98,346.48,0,29.18,18.08,234,118.7,65.5,40500,0,0,0,0,2.498
04.06.07,0,0,0,596,64.88,0,0,0,0.1426,7480,243,5028.03,0,0,115.612,0,1956.01,0,24.9,234.94,1060,0,0,0,70.4,0,131.91,0,203.25,229.74,71.4,0,0,840,94635,1411,335.58,0,28.092,17.269,236,116.5,65.61,37300,0,0,0,0,2.82
11.06.07,0,0,0,597,64.97,0,0,0,0.1445,7700,265,5285,0,0,113,0,2033,0,26.754,252.51,1043,0,0,0,76.02,0,132,0,209.61,241.5,76.34,0,0,870,98800,1462.01,358,0,29.18,17.49,231.81,121.38,67.3,41150,0,0,0,0,3.023
18.06.07,0,0,0,594,71.8,0,0,0,0.1431,7775,262.96,5348.02,0,0,106.9,0,2025,0,27.4,260.99,1135.2,0,0,0,77,0,130.1,0,205.99,247.36,76.47,0,0,862,99500,1508.05,358.91,0,29.2,17.697,243.6,122.32,68,42750,0,0,0,0,3.049
25.06.07,0,0,0,606,73.89,0,0,0,0.1409,7810,267.74,5359,372,0,109.5,0,1969,0,26.05,255,1129,0,0,0,76.5,0,132.1,657,204.79,244.57,74.8,0,0,868,100019.88,1520,361.98,0,27.9,17.25,237.32,118,67.71,42800,0,0,0,0,3.023
02.07.07,0,0,0,645,77.2,0,0,0,0.1402,7950,274.8,5660,370,0,109.98,0,2073,0,28.23,265.39,1150,0,0,0,81.39,0,138.58,657.4,213.9,247.99,76.48,0,0,913,101398.87,1514,412,0,30.614,18.5,241.33,125.9,72.2,42150,0,0,0,0,3.11
09.07.07,0,0,0,655,76,0,0,0,0.1407,7970,287.67,5592,380,0,118.5,0,2145,0,30,277.4,1213,0,0,0,90,0,145.39,940,221.7,253.6,77.05,0,0,939.37,106600,1531.01,444.03,0,31.061,18.91,261.77,137.53,75.99,44550,0,0,0,0,3.23
16.07.07,0,0,0,644.99,75.4,0,0,0,0.1396,7949,291.27,5569,420,0,120,0,2154.99,0,29.35,269.5,1205,0,0,0,86.1,0,150.07,766,222.42,244.6,74.88,0,0,913,109200,1544.8,448.52,0,30.355,18.7,268,136.59,74.71,49035,0,0,0,0,3.157
23.07.07,0,0,0,630,69.9,0,0,0,0.1364,7561,268.4,5600,400,0,113,0,2030,0,28.033,258.99,1180,0,0,0,80.56,0,138.48,744.99,207.8,241.27,69.56,0,0,878,102.41,75.39,434.91,0,28.996,17.44,262,127.12,72.8,46887.8,0,0,0,0,3.04
30.07.07,0,0,0,626,69,0,0,0,0.1369,7600,277.39,5522,381.02,0,119.7,0,2020.1,0,29.45,267.9,1155.17,0,0,0,84.11,0,136.2,760,209.78,244.15,68.76,0,0,1017.9,102.28,75.74,445.13,0,28.57,17.24,250.83,127.39,74.35,46099.99,0,0,0,0,3.097
06.08.07,0,0,0,619,70.09,0,0,0,0.1277,7116,266.13,5186,392,0,116,0,1913,0,28.501,258.13,1122,0,0,0,76,0,130.51,725,205.97,244.03,69.89,0,0,999.99,95.55,71.17,405,0,29.15,17.04,237,122.49,72.7,43725,0,0,0,0,2.946
13.08.07,0,0,0,611.98,68.95,0,0,0,0.118,7170,263.99,5182.18,395,0,114.7,0,1902,0,25.99,250.5,1050.5,0,0,0,77.39,0,131.5,636,207.2,250.3,70.02,0,0,1005,94.8,69.84,390,0,30.82,17,229.07,127.25,72.97,41300.01,0,0,0,0,2.83
20.08.07,0,0,0,600,70,0,0,0,0.1197,7115,262.19,5439.96,390,0,111.999,0,1891.99,0,27.636,261.01,1050,0,0,0,77.9,0,125.7,680,205.5,251.7,68.15,0,0,1044.7,93.81,69.01,417,0,30.55,16.62,222,124.99,71.02,39590,0,0,0,0,2.93
27.08.07,0,0,0,619.99,69.81,0,0,0,0.12,7320,265.8,5715,382,0,114.999,0,1907,0,28.501,280.1,1058,0,0,0,82.3,0,130,714,211.8,253.05,64.79,0,0,1044.5,97.39,70.22,440.95,0,32.16,16.65,247,129.2,71.5,38235.01,0,0,0,0,3.119
03.09.07,0,0,0,601.02,70.05,0,0,0,0.1139,7365,262.02,5588,380,0,109.5,0,1905.1,0,27.689,262.62,1070,0,0,0,83.7,0,126.2,725,208.9,254.4,62.08,0,0,1075.5,94.2,66.53,429.8,0,31.077,15.901,255.01,124.33,70.98,40000,0,0,0,0,3.089
10.09.07,0,0,0,599.99,71.16,0,0,0,0.1076,7355,268.19,5653,370,0,106.998,0,1926,0,27.398,274.99,1070,0,0,0,82.03,0,124.71,703,216.2,255,60.2,0,0,1112,96.1,67.4,450,0,31.55,15.6,248.5,125.79,69.9,41849,0,0,0,0,3.17
17.09.07,0,0,0,602.99,74.8,0,0,0,0.1213,7250,272.25,6230,366,0,99.999,0,2021,0,28.95,287.5,1053,0,0,0,83.65,0,124.81,700,216.9,259.78,62.6,0,0,1181,101.83,68.22,499.63,0,32.499,15.2,259.59,131.11,71.67,41850,0,0,0,0,3.15
24.09.07,0,0,0,660,77.3,0,0,0,0.1149,7777,274.2,6363,359.9,0,104,0,2081.8,0,28.8,287.5,1042.5,0,0,0,85.41,0,130.9,710,213.12,262.7,65.4,0,0,1220,103.5,69.45,523.99,34400,33.9,17.537,259.67,138.82,74.95,45150,0,0,0,0,3.151
01.10.07,0,0,0,610,77.7,0,0,0,0.1168,7300,289.5,6675.99,375,0,95.5,0,2173.04,0,29.459,303.98,1050,0,0,0,93.25,0,141,750,213.51,264.53,65.02,0,0,1207,102.3,70,553.5,35300,33.7,16.725,271.14,138.5,76.59,47175,0,0,0,0,3.166
08.10.07,0,0,0,785,81.15,0,0,0,0.118,7401,293.4,6937.18,352.08,0,95.5,0,2201.32,0,30.7,310,1128,0,0,0,102,0,141.54,750,213.4,260.6,62.98,0,0,1203.1,108.5,70.92,566,35550,32.64,17.067,290,142,77,46000,0,0,0,0,3.161
15.10.07,0,0,0,810,82.01,0,0,0,0.1161,7491,289.25,6645,352.74,0,95.6,0,2132,0,29.8,305.1,1165.99,0,0,0,98,0,132.08,720,215.7,248.3,62.01,0,0,1173,107.41,71.5,548.37,33950,31.801,16.89,309.99,140.15,77.5,43947.97,0,0,0,0,3.185
22.10.07,0,0,0,905.46,84.71,0,0,0,0.1182,7690,295.02,7206,357.95,0,100,0,2174,0,31.37,333,1165,0,0,0,103,0,138.9,716.98,218.59,245,63.99,0,0,1219,107.75,72.94,588,36640,32.365,16.644,316,148.7,79.97,45100,0,0,0,0,3.24
29.10.07,0,0,0,896,85.95,0,0,0,0.1192,7900,307.92,7610,345,0,102.3,0,2255,0,33.9,334.01,1140,0,0,0,102.5,0,141,666.59,215.2,241.8,64.08,0,0,1219.98,105.99,72.7,575.02,37449,31.58,16.4,322.9,151.69,78.9,47800.03,0,0,0,0,3.195
05.11.07,0,0,0,912,87,0,0,0,0.117,7800,320.93,7620.5,350,0,99.7,0,2239,172,32.1,359.99,1185,0,0,0,100.41,7.107,143.47,717,221.06,237.25,65.69,0,0,1210,105.25,72.42,559.9,38299.98047,30.412,16.05,294,150.2,79,48655,0,0,0,0,3.17
12.11.07,0,0,0,1000,86.85,0,0,0,0.1128,7850,313.2,6925,344,0,105.3,0,2116.5,164,30.4,353,1176.03,0,0,0,92,6.801,142.01,717.5,219,242.2,65,0,0,1239.99,103.6,72.28,548.96,38299.98047,29.719,15.94,263,141.7,77.35,47550,0,0,0,0,3.233
19.11.07,0,0,0,931.05,87.3,0,0,0,0.1087,7700,306.8,7085.1,335,0,107,0,2075.01,148,31.23,338,1139,0,0,0,95.6,6.1,148.48,706.7,211.65,240.25,63.68,0,0,1176,99.26,69.3,551.8,38299.98047,28.56,15.515,253.67,137.79,76,44899,124,0,0,0,3.22
26.11.07,0,0,0,1018,87.05,0,0,0,0.1125,7935,323.39,6922.01,338,0,107.5,1768,2115,149,32.5,361.6,1145,0,0,0,97,6.7,156.97,727.99,221.07,263.34,65.34,0,0,1190,103.74,72.75,564.1,38299.98047,28.399,15.79,272.95,145.95,78.65,46400,120,0,0,0,3.241
03.12.07,0,0,0,1046.49,86.69,0,0,0,0.118,7700,347.7,6808,368,0,112.5,1768,2163,154,33.789,368.3,1175,0,0,0,102.02,6.5,176.3,755,230.6,281,67.44,0,0,1254,104.8,73.47,565,38299.98047,30.38,16.315,276,150.23,78.96,47389,140.99,0,0,0,3.267
10.12.07,0,0,0,1100,86.9,0,0,0,0.1215,7549.99,342.7,6336,369.99,0,117.95,1768,2144,161,32.45,358.51,1186,0,0,0,99,6.4,176.83,740,229.2,276.99,74.54,0,0,1283,104.7,72.82,555,41.797,30.349,16.165,275,144.52,79.49,49500,158.7,0,0,0,3.26
17.12.07,0,0,0,1160,88.69,0,0,0,0.1285,7671,354,6597,362,0,135,1768,2141,169,32.05,371.24,1220,0,0,0,98.1,6.27,184.63,751,232.22,284.6,74.38,0,0,1345,105.69,72.95,577,41.35,31.199,15.951,276.99,143.12,79.55,49800,163.54,0,0,0,3.263
24.12.07,0,0,0,1234.9,92.9,0,0,0,0.1259,7950,342.88,6460,367,0,126.05,1787,2067.1,178.38,31.5,377.5,1270,0,0,0,99.51,6.32,184.8,739.97,231.7,288.62,69.52,0,0,1341,102,69.97,559.49,40.8,29.501,15.55,271,148,87,48800,183.99,0,0,0,3.265
07.01.08,0,0,0,1600,95.76,0,0,0,0.1218,7635,355.91,6460.2,380,0,144.19,1787,2036,193.5,32.377,374.95,1368.83,0,0,0,105,6.348,206,743,223.38,295.5,72.3,0,0,1434,104.7,70.3,580,46.2,30.4,15.565,274.01,154.22,85.8,48939,177,0,0,0,3.28
14.01.08,0,0,0,1438,93.87,0,0,0,0.1121,7500,327.05,5925,371.99,0,154.1,1787,1870,194.95,29.797,341.5,1297,0,0,0,97.67,5.647,189.5,718,206.2,288.7,66.59,0,0,1323,98.8,65.9,580.9,42,27.7,14.591,253.05,144.32,78.97,46980,159.8,0,0,0,3.284
21.01.08,0,0,0,1503,92.7,0,0,0,0.104,6350,316.23,5958,370,0,146.502,1787,1818,170,27.1,343.48,1197,0,0,0,93.53,5.2,179.81,691.5,189.19,282.05,57,0,0,1280,94.3,59.91,548,41.4,25.48,12.551,245,131,73.5,41401,177.81,0,0,0,3.276
28.01.08,0,0,0,1570,93.47,0,0,0,0.1002,6200.56,305.2,6141,360,0,143.25,1787,1739.99,161.74,25.99,320,1154.06,0,0,0,92.06,5.149,166.5,700,179.5,285,54.89,0,0,1216,90.2,53.99,537,39.699,23.531,11.74,227.2,123.3,70.19,42700,171.7,0,0,0,3.16
04.02.08,0,0,0,1612,98.58,0,0,0,0.0931,6201,286.31,6485,363,0,136.33,1787,1638,167,26.2,297.6,1125,0,0,0,92.9,6,161.19,700,166.3,273.31,50.69,0,0,1212.01,83.89,48.17,544,38.2,21.2,10.961,213.1,118.68,66,39000,184.59,0,0,0,3.006
11.02.08,0,0,0,1899.89,106.77,0,0,0,0.099,6230,305.5,6805,360.98,0,151.33,1787,1754,170.01,28.16,314.2,1165,0,0,0,100.3,5.7,174.53,691.91,192.9,277.85,53.87,0,0,1338.25,83.4,51.68,571.35,39.75,22.7,11.6,228,129.88,70.77,40000,196.9,0,0,0,2.969
18.02.08,0,0,0,1887,107.6,0,0,0,0.0981,6350,317.05,7354.95,355,0,148.8,1650,1830.25,176,29.3,322,1212.5,0,0,0,112.03,5.55,190.35,724.99,201.9,274,55.37,0,0,1450,82.99,52.2,641.98,39.595,23.31,12.97,233.86,140,75,37870,196.9,0,0,0,2.92
25.02.08,0,0,0,2080,105.56,0,0,0,0.0908,6160,304.95,6955,358,0,144,1650,1786,172.02,28.79,307.9,1226,0,0,0,112.7,5.485,180.2,714.95,196.04,281.46,55.9,0,0,1415,80.2,49.9,624,38.2,22.1,12.2,216,150.11,78.2,34015.01,193.8,0,0,0,2.92
03.03.08,0,0,0,1794.98,102.49,0,0,0,0.0816,6249,298.67,7121.01,349,0,145.7,1800,1712.48,188,28.71,305.38,1191,0,0,0,106.6,5.32,185.67,635,196.07,276.2,54.5,0,0,1450,74.86,48.25,621.9,37.3,21.851,12.73,193.99,145,76.45,31621.11,184.99,0,0,0,2.905
10.03.08,0,0,0,1775,103.01,0,0,0,0.0848,5900,303.97,6900,343,0,145,2000,1813.89,192,30.28,313,1164,0,0,0,105.8,5.15,189.26,665,201.49,276.69,59.7,0,0,1469,76.77,49.81,632.96,36.997,22.47,12.994,194.99,148.5,78,33530,178.5,0,0,0,2.91
17.03.08,0,0,0,1680,94.76,119,0,0,0.0833,5700,288.65,6474.09,332.6,0,136.72,1712,1753,190,29.225,298.9,1165,0,0,0,98.15,5,186.99,623,193.01,275.75,58.2,0,0,1438,74.46,48.23,553.01,34.2,21.279,11.3,181.1,144,73.8,32090,177.12,0,0,0,2.83
24.03.08,0,0,0,1820,99.41,114,0,0,0.085,5307.02,298.82,6706.98,331,0,134.11,1774,1978.32,177,29.7,302,1147,0,0,0,97.49,4.669,191.15,598.94,212.9,282.24,57,0,0,1411,73.75,47.3,531,33.95,22.138,11.51,188.5,151.31,78.5,32930,197.48,0,0,0,2.7
31.03.08,0,0,0,1930,100.93,112.01,0,0,0.0886,5255,297.81,6390,330,0,139.8,1700,1967,178,29.32,298,1071,0,0,0,103,4.71,185.61,585,213.4,289.49,58.19,0,0,1427,77.35,48.7,530,33.8,23.158,11.8,187.17,151.5,78.63,31565.02,218.02,0,0,0,2.67
07.04.08,0,0,0,1836.2,100.37,114,0,0,0.0871,5250,307.2,6799,329.78,0,150.25,1899,2025.3,170,28.944,293.5,1091.2,0,0,0,104.75,4.8,173.9,605.99,222.5,286.33,56.6,0,0,1465,74.4,47.31,575.2,33.5,22.885,11.54,186,144.2,80.2,30850,225.5,0,0,0,2.66
14.04.08,0,0,0,2084.99,103.25,122,0,0,0.0907,5321,317.33,6902,337,0,155.39,1800,2155.01,164.5,31.198,285,1061.99,0,0,0,114,4.77,188.8,610,231.96,279,56.5,0,0,1532.1,76.56,48.75,616.8,32.385,23.63,11.824,182.3,154,81.33,29690,268.9,0,0,0,2.351
21.04.08,0,0,0,2196.97,101.65,132,0,0,0.0892,5200.5,314.28,6655,333,0,143.5,1800,2127.3,178,32.094,284,1064,0,0,0,114.9,4.75,178.01,635,232.32,277.03,51.7,0,0,1503,74.88,47.63,588,31.38,23.4,11.49,179.55,153.3,81.77,29602.33,263.07,0,0,0,2.12
28.04.08,0,0,0,2394.99,102.7,138,0,0,0.0911,5219.99,316,6559,335.1,0,139.5,1750,2156,182.5,31.8,284.22,1043,0,0,0,112.49,4.887,181,656.01,232.3,277.3,52.15,0,0,1475,80.34,49.8,605.94,32.2,23.365,11.54,193.3,153.45,84.4,29579,257.25,0,0,0,2.002
05.05.08,0,0,0,2589,100.27,142.5,0,0,0.0932,5165,349.31,6621,339.5,0,146.9,1845,2387,186.5,33.499,296.9,1058.98,0,0,0,128,5.245,199,655,248.56,272.18,51.43,0,0,1471,81.45,51.25,644.85,31.6,24.755,12.2,191.49,169.73,88.51,30900,271.58,0,0,0,1.929
12.05.08,0,0,0,2580,99.91,141.7,0,0,0.0996,5209,365.26,7095,348,0,143.69,1920.01,2686,211.05,34.29,285.8,1196.96,0,0,0,131,5.3,211.5,630,278.5,274.9,54,0,0,1447,85.7,56.13,655.01,33.3,29.249,13.688,196,189.13,89.5,36399,274,0,0,0,2.035
19.05.08,0,0,0,2460,97.5,142.5,0,0,0.0984,5071,363.57,7035,349.99,0,139.98,1900,2547.1,200.01,29.6,305.6,1250.02,0,0,0,116,5.05,203.48,694.9,270.7,268.89,54.5,2.14,0,1405.99,86.32,56.13,595,33.75,29.23,14.118,197.3,187.5,90.55,34250,279.98,0,0,569.5,2
26.05.08,0,0,0,2630,95.61,148.5,0,0,0.0973,4988,360.09,6980.03,352,0,142.3,1900,2659.9,203,30.87,303.75,1220,0,0,0,115.98,5.1,211.01,680,286.9,271.9,53.5,2.115,0,1529.98,85.2,53.95,618,35.8,29.097,14.106,195.49,189.41,90,36489.99,284.8,0,0,600,1.995
02.06.08,0,0,0,2809,91.9,174.15,0,0,0.086,4694.99,336.14,6486.03,346.02,0,138.8,1850,2414,206.85,30.13,294.71,1163,0,0,0,112.45,5.05,201.69,666,278.7,289.22,54.31,1.98,0,1549,78.62,50.13,573.11,35.799,27.507,13.815,185.66,183,85.4,34707,295.99,0,0,560,1.939
09.06.08,0,0,0,2830,92,172,0,0,0.0848,4799.2,343,6369,353,0,139.45,1700,2507,207,30.81,295.02,1163,0,0,0,116.7,4.99,200,669.99,279.01,276,53.65,2.061,0,1536.99,78.5,49.82,575.51,36.1,27.729,13.55,184.25,184.85,87,33810,327.1,0,0,569.5,1.891
16.06.08,0,0,0,2780,92.4,169,0,0,0.0851,4688.88,346.51,6351.61,355,0,138.6,1730,2419.35,203,32.461,296.85,1181.69,0,0,0,128.99,4.928,208.66,663.01,276.5,271.29,52.55,1.994,0,1527.01,79,49.09,619.94,35.055,27.58,13.594,186.3,181.8,90,33100.11,368.5,0,0,510,2.129
23.06.08,0,0,0,2695,80,170.6,0,0,0.0824,3999.99,340.98,6033.55,341,0,126.8,1650,2310,195.02,32.07,281.78,1120,0,0,0,127.6,4.7,201.34,625,273.42,279.25,50.5,1.851,0,1430,75.99,46.54,617.51,35.099,26.2,12.73,210,177.98,87,31900,337.5,0,0,550,1.97
30.06.08,0,0,0,2977.87,75,161.5,0,0,0.0815,3415,318.7,5737.45,348,0,127.89,1550,2223,182,30.139,273.89,1139.99,0,0,0,119.4,4.582,193.01,600,255,282.19,48.75,1.647,0,1440,72.32,42.66,535.7,29.998,24.363,11.845,195.01,161.2,79.14,30244.99,308,0,0,550,1.73
07.07.08,0,0,0,2882,74,157.05,0,0,0.0808,3234,305.1,5159.99,348,0,124.31,1490,2155.22,182,29.579,271.99,1114,0,0,0,118.74,4.4,199,586,249.54,280.57,45.67,1.534,0,1350,72.77,42.8,515.38,29.8,23.65,10.94,192,163.3,80,27460,320.49,0,0,450,1.53
14.07.08,0,0,0,2785,74.46,137,0,0,0.0857,3420,296.5,5250,331,0.0203,124,1500,2170,180,28.6,271.99,1111,0,0,0,111.7,4.251,198,575,251.66,278.02,46.34,1.459,0,1310,75.35,43.11,480.6,29.8,23.229,10.12,189.5,159.21,76,28150,295.03,0.355,0,561,1.517
21.07.08,0,0,0,2320.03,71.55,135,0,0,0.0833,3181,269.31,4736,320,0.0392,144.94,1370,1946,163,25.3,262,1058,0,0,0,99.49,3.916,179.42,550,228,277.2,41.7,1.429,0,1169.92,70.25,40.45,407.99,27.899,20.696,9.442,182,144.01,70.97,31700,246.71,0.288,0,540,1.445
28.07.08,0,0,0,2228,71.5,136.8,0,0,0.0802,3260,273.22,5211,310,0.0646,126.2,1538.96,1945.99,160,25.7,262.75,1066.32,0,0,0,104.53,4.155,180.6,540.01,240.8,283,38.6,1.55,0,1243,67.66,41.41,452.9,27,20.43,9.024,187,138.5,70.11,28999.99,270,0.332,0,500,1.388
04.08.08,0,0,0,2037,71.5,117.02,0,0,0.0756,3199,243.4,4535,280,0.0675,122,1640,1837,140.18,22.35,261.59,970,0,0,0,99.05,3.95,169.39,512.01,205.77,277,34,1.485,0,1173,59.75,35.6,414.21,26.4,18.5,8.994,189.1,131.35,67,24707.01,211,0.323,0,452,1.17
11.08.08,0,0,0,2064,75,139.5,0,0,0.0788,3323,267.15,4990,295,0.045,122,1499,1902.1,150.99,23.89,277,1079.9,0,0,0,104.5,3.875,179.01,550,216.8,279,35.59,1.733,0,1191,65.63,39.09,464,27.986,20.05,10.17,199.65,143,69.5,26350,247.5,0.374,0,480.55,1.395
18.08.08,0,0,0,1862.19,72.45,137,0,0,0.0734,3422,240.49,4855,289,0.0405,108,1300,1802,143.99,24.199,263.9,1020,0,0,0,97.98,3.64,174.74,439,199.1,278.01,32.7,1.629,0,1152,62.92,37.32,428.7,26.85,18.4,9.435,176,135.09,68,24800,225.3,0.335,0,490,1.421
25.08.08,0,0,0,1731,68.7,133,0,0,0.0676,3353,242.34,4816,261.01,0.0378,90.04,1150,1832.3,138,24,256.99,984,0,0,0,95.1,3.42,176,445,209,282.39,28.63,1.679,0,1071.01,57.4,33.01,417.15,25.25,17.5,8.87,161.99,129,64.31,25210,206.47,0.33,0,450,1.5
01.09.08,0,0,0,1529,69.76,130.01,0,0,0.0596,3342.41,220.9,3825,250,0.0322,78.8,1400,1700,126.07,20.5,243.99,890,0,0,0,82,3.193,167,460,198.99,280.01,27.2,1.593,0,1000.01,54.4,29.6,383.5,23.809,16.106,8.72,150,114,58.61,21290,186,0.305,0,450,1.43
08.09.08,0,0,0,1318.01,65.27,114.5,0,0,0.051,3118.88,210,3249.99,258,0.023,71.91,1200,1691,105,19.9,237.97,825,0,0,0,72.5,3.52,153.8,402.01,185.5,276.51,23.15,1.135,0,993,47.6,22.85,369,19.95,14.54,8.161,146.95,106.9,56,17200,172,0.229,0,405,1.2
15.09.08,0,0,0,1350.01,67.29,119,0,0,0.0435,2950.01,215,3310,215,0.0206,65.5,1015.31,1794,80,18.199,222,775,0,0,0,62.8,3.45,134.89,321,188,200,20.87,0.885,0,802,43.99,22.5,363,17,15.101,7.349,138,100.02,51,13776.96,177,0.175,0,375,1.12
22.09.08,0,0,0,1080,67,110,0,0,0.053,2800,206.12,3700,200,0.03,59,1118.88,1563.07,78.92,16.225,229.02,835.01,0,0,0,56.2,2.5,132,197,190.01,193.5,20.51,0.805,0,810,43.78,24.97,324.88,17.45,13.899,7.2,146,104.5,49.97,16900,170.99,0.177,0,290,1.08
29.09.08,0,0,0,910.99,63,98,0,0,0.0457,2665,180,2699,203,0.0287,52,1118.88,1371,52.01,12.5,214,770,0,0,0,48.06,2.4,101.19,130.1,143.36,190,19.9,0.81,0,590,42.1,21.6,237.58,16.4,13.03,6.727,128,78,45.8,15000,122,0.144,0,300,1.12
06.10.08,0,0,0,703.1,63.4,80,0,0,0.0328,2460,128.5,1578,190,0.0193,58.96,839.16,1136.22,52.5,8.239,156,689.99,0,0,0,31.99,2.779,91,115,103.8,172,15.43,0.537,0,540.01,31.54,14,152.5,8.5,10.402,6.171,99.89,57.1,32.89,10700,111,0.091,0,250,0.98
13.10.08,0,0,0,522.99,63.9,60,0,0,0.0309,2001,103.35,1805,155.01,0.0068,41.51,797.68,826,48,5.4,132.57,490,0,0,0,21.37,1.539,82,95.41,97,182.75,15.03,0.377,0,334,26.18,11.32,108,7.989,12.9,5.655,69.89,32.61,18.15,8898,98.33,0.077,0,225.12,0.705
20.10.08,0,0,0,436.8,60.5,40.11,0,0,0.0299,1796.99,86.6,1570,170,0.0055,37,797.68,740.22,24,4.511,92.89,429.98,0,0,0,18.01,1.544,77.04,102.13,84,177,14.28,0.409,0,252.11,17.5,7.9,79.01,4.922,12.999,4.541,48.01,27.94,17,6050,87.99,0.054,0,91.5,0.514
27.10.08,0,0,0,514.98,59.8,33,0,0,0.043,1640,140.32,2820.15,140,0.0075,45,797.68,1097.38,31.99,7.138,144.5,387,0,0,0,31.5,1.759,100.01,98.99,126.91,220.11,17.03,0.546,0,288,28.39,12.89,108.56,6.297,17.743,6.584,54,53.48,25.13,9450,119.2,0.096,0,89.99,0.426
03.11.08,0,0,0,449.98,57.28,33,0,0,0.0398,1510,132.78,2731.01,135,0.007,41.84,800,1063,28.49,8.54,144.86,392.01,0,0,0,25.22,1.611,95,100,113.29,200.44,16.35,0.564,0,265.3,28.8,12.77,95.49,6.1,16.45,5.88,46.33,54.2,25.29,9251,94.99,0.132,0,82,0.427
